臺灣 Taiwan,#genre#
東森洋片,http://cwc.serv00.net/Smartv.php?id=ettvwestern
東森電影,http://cwc.serv00.net/Smartv.php?id=ettvmovie
美亞電影,http://cwc.serv00.net/Smartv.php?id=meiyamovie_twn
龍華洋片,http://cwc.serv00.net/Smartv.php?id=lunghuawestern_twn
龍祥时代,http://cwc.serv00.net/Smartv.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,http://cwc.serv00.net/Smartv.php?id=asiatravel_twn
Animal Planet (Eng),http://cwc.serv00.net/Smartv.php?id=AnimalPlanet
Animal_Planet,http://cwc.serv00.net/Smartv.php?id=animalplanet_twn
Asia Travel,http://cwc.serv00.net/Smartv.php?id=asiatravel_twn
BBC Earth HD,http://cwc.serv00.net/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,http://cwc.serv00.net/Smartv.php?id=bbclifestyle_twn
CI,http://cwc.serv00.net/Smartv.php?id=ci_twn
Discovery Asia,http://cwc.serv00.net/Smartv.php?id=discoverytwn_twn
Discovery HD,http://cwc.serv00.net/Smartv.php?id=discoveryhd_twn
Fashion TV,http://cwc.serv00.net/Smartv.php?id=fashiontv_twn
Foodnetwork Hd,http://cwc.serv00.net/Smartv.php?id=Foodnetwork_mega
HGTV,http://cwc.serv00.net/Smartv.php?id=HGTV
History,http://cwc.serv00.net/Smartv.php?id=History
MTV Live,http://cwc.serv00.net/Smartv.php?id=mtvhd_twn
NatGeo HD,http://cwc.serv00.net/Smartv.php?id=Natgeo
NatGeo Wild HD,http://cwc.serv00.net/Smartv.php?id=Natgeowild
NatGeo_Wild HD,http://cwc.serv00.net/Smartv.php?id=natgeowild_twn
Natgeo_HD,http://cwc.serv00.net/Smartv.php?id=natgeohd_twn
TLC,http://cwc.serv00.net/Smartv.php?id=Tlc
TLC Asia,http://cwc.serv00.net/Smartv.php?id=tlc_twn
亞洲美食,http://cwc.serv00.net/Smartv.php?id=afc_twn
美食星球,http://cwc.serv00.net/Smartv.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,http://cwc.serv00.net/Smartv.php?id=abcnews_glo
Al-Jazeera,http://cwc.serv00.net/Smartv.php?id=aljazeera_twn
BBC World News,http://cwc.serv00.net/Smartv.php?id=Bbcnews
BBC World News,http://cwc.serv00.net/Smartv.php?id=bbcnews_twn
Bloomberg News,http://cwc.serv00.net/Smartv.php?id=bloomberg_twn
CBS HD,http://cwc.serv00.net/Smartv.php?id=cbshd_glo
CBSN HD,http://cwc.serv00.net/Smartv.php?id=cbsn_glo
CGTN,http://cwc.serv00.net/Smartv.php?id=CGTN
CNA,http://cwc.serv00.net/Smartv.php?id=cna
CNBC,http://cwc.serv00.net/Smartv.php?id=cnbc_twn
CNN International,http://cwc.serv00.net/Smartv.php?id=Cnn
CNN(備用),http://cwc.serv00.net/Smartv.php?id=cnn_twn
DW (Deutsch),http://cwc.serv00.net/Smartv.php?id=dw_twn
Fox News,http://cwc.serv00.net/Smartv.php?id=foxnews_twn
France 24,http://cwc.serv00.net/Smartv.php?id=france24_twn
NHK World,http://cwc.serv00.net/Smartv.php?id=nhkworld_japan
Skynews,http://cwc.serv00.net/Smartv.php?id=skynews_antik
東森財經新聞,http://cwc.serv00.net/Smartv.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,http://cwc.serv00.net/Smartv.php?id=Animax
Baby TV Eng,http://cwc.serv00.net/Smartv.php?id=Babytv
Baby TV,http://cwc.serv00.net/Smartv.php?id=babytv_twn
Boomerang Taiwan,http://cwc.serv00.net/Smartv.php?id=boomerang_twn
Boomerang,http://cwc.serv00.net/Smartv.php?id=Boomerang
CBeebies,http://cwc.serv00.net/Smartv.php?id=Cbeebies
Cartoon Network,http://cwc.serv00.net/Smartv.php?id=Cn
Disney Taiwan,http://cwc.serv00.net/Smartv.php?id=disneytwn_twn
Kids TV,http://cwc.serv00.net/Smartv.php?id=KidsTV
MiaoMi,http://cwc.serv00.net/Smartv.php?id=MiaoMi
Momo TV,http://cwc.serv00.net/Smartv.php?id=momo1_twn
Nick Jr,http://cwc.serv00.net/Smartv.php?id=Nickjr
Nickelodeon,http://cwc.serv00.net/Smartv.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://cwc.serv00.net/Smartv.php?id=yoyo_twn
靖天卡通台,http://cwc.serv00.net/Smartv.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin,http://cwc.serv00.net/Smartv.php?id=amarin_pat
Ch 8,http://cwc.serv00.net/Smartv.php?id=ch8_pat
Channel 3 Thailand,http://cwc.serv00.net/Smartv.php?id=ch3_pat
Channel 5 Thailand,http://cwc.serv00.net/Smartv.php?id=ch5_pat
Channel 7 Thailand,http://cwc.serv00.net/Smartv.php?id=ch7_pat
Gmm Channel,http://cwc.serv00.net/Smartv.php?id=gmmchannel_pat
GmmOne,http://cwc.serv00.net/Smartv.php?id=gmmone_pat
MCOT HD Thailand-1,http://cwc.serv00.net/Smartv.php?id=mcot_pat
Mono,http://cwc.serv00.net/Smartv.php?id=mono_pat
Nation,http://cwc.serv00.net/Smartv.php?id=nation_pat
Nbt,http://cwc.serv00.net/Smartv.php?id=nbt_pat
New,http://cwc.serv00.net/Smartv.php?id=new_pat
PPTV Thailand1,http://cwc.serv00.net/Smartv.php?id=pptv_pat
TPTV,http://cwc.serv00.net/Smartv.php?id=tptv_pat
Thai Thai,http://cwc.serv00.net/Smartv.php?id=thaithai_pat
Thairath,http://cwc.serv00.net/Smartv.php?id=thairath_pat
Tnn24,http://cwc.serv00.net/Smartv.php?id=tnn24_pat
Workpoint,http://cwc.serv00.net/Smartv.php?id=workpoint_pat
tpbs,http://cwc.serv00.net/Smartv.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,http://cwc.serv00.net/Smartv.php?id=aljazeera_twn
Animal Planet (Eng),http://cwc.serv00.net/Smartv.php?id=AnimalPlanet
Axn HD,http://cwc.serv00.net/Smartv.php?id=Axn
BBC 1,http://cwc.serv00.net/Smartv.php?id=bbc1_antik
BBC 2,http://cwc.serv00.net/Smartv.php?id=bbc2_antik
BBC Earth HD,http://cwc.serv00.net/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,http://cwc.serv00.net/Smartv.php?id=bbclifestyle_twn
BBC World News,http://cwc.serv00.net/Smartv.php?id=bbcworldnews_antik
Bloomberg News,http://cwc.serv00.net/Smartv.php?id=bloomberg_twn
Boomerang,http://cwc.serv00.net/Smartv.php?id=Boomerang
CBBC,http://cwc.serv00.net/Smartv.php?id=cbbc_antik
CBeebies,http://cwc.serv00.net/Smartv.php?id=Cbeebies
CGTN,http://cwc.serv00.net/Smartv.php?id=CGTN
CNBC,http://cwc.serv00.net/Smartv.php?id=cnbc_twn
Channel 4,http://cwc.serv00.net/Smartv.php?id=channel4_antik
DW (Deutsch),http://cwc.serv00.net/Smartv.php?id=dw_twn
Euronews,http://cwc.serv00.net/Smartv.php?id=euronews_antik
France 24,http://cwc.serv00.net/Smartv.php?id=france24_twn
Freesports,http://cwc.serv00.net/Smartv.php?id=freesports_antik
HBO HD,http://cwc.serv00.net/Smartv.php?id=Hbo
HGTV,http://cwc.serv00.net/Smartv.php?id=HGTV
History,http://cwc.serv00.net/Smartv.php?id=History
Hits Movie,http://cwc.serv00.net/Smartv.php?id=Hitsmovie
Kids TV,http://cwc.serv00.net/Smartv.php?id=KidsTV
MTV Live,http://cwc.serv00.net/Smartv.php?id=mtvhd_twn
More4,http://cwc.serv00.net/Smartv.php?id=more4_antik
NHK World,http://cwc.serv00.net/Smartv.php?id=nhkworld_japan
NatGeo HD,http://cwc.serv00.net/Smartv.php?id=Natgeo
NatGeo Wild HD,http://cwc.serv00.net/Smartv.php?id=Natgeowild
Nick Jr,http://cwc.serv00.net/Smartv.php?id=Nickjr
Nickelodeon,http://cwc.serv00.net/Smartv.php?id=Nickelodeon
Pick TV,http://cwc.serv00.net/Smartv.php?id=picktv_antik
Skynews,http://cwc.serv00.net/Smartv.php?id=skynews_antik
Skysports Arena,http://cwc.serv00.net/Smartv.php?id=tiankongarena
Skysports Cricket,http://cwc.serv00.net/Smartv.php?id=tiankongcricket
Skysports EPL,http://cwc.serv00.net/Smartv.php?id=tiankongepl
Skysports F1,http://cwc.serv00.net/Smartv.php?id=tiankongf1
Skysports Football,http://cwc.serv00.net/Smartv.php?id=tiankongfootball
Skysports Golf,http://cwc.serv00.net/Smartv.php?id=tiankonggolf
Skysports Main Event,http://cwc.serv00.net/Smartv.php?id=tiankongmain
Skysports News,http://cwc.serv00.net/Smartv.php?id=tiankongnews
Star Movies HD,http://cwc.serv00.net/Smartv.php?id=starmovies_raj
TLC,http://cwc.serv00.net/Smartv.php?id=Tlc
Thrill,http://cwc.serv00.net/Smartv.php?id=Thrill
Warner TV,http://cwc.serv00.net/Smartv.php?id=WarnerTV
itv 1,http://cwc.serv00.net/Smartv.php?id=itv1_antik
itv 2,http://cwc.serv00.net/Smartv.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,http://cwc.serv00.net/Smartv.php?id=viet_antv
BPTV 2,http://cwc.serv00.net/Smartv.php?id=viet_bptv2
BRT HD,http://cwc.serv00.net/Smartv.php?id=viet_brt
Ca Mau TV,http://cwc.serv00.net/Smartv.php?id=viet_camautv
Danang TV1 HD,http://cwc.serv00.net/Smartv.php?id=viet_danangtv1
Danang TV2 HD,http://cwc.serv00.net/Smartv.php?id=viet_danangtv2
HBTV HD,http://cwc.serv00.net/Smartv.php?id=viet_hbtv
HTV 7,http://cwc.serv00.net/Smartv.php?id=viet_htv7
HTV 9,http://cwc.serv00.net/Smartv.php?id=viet_htv9
PTTH 1,http://cwc.serv00.net/Smartv.php?id=viet_ptth1
VTV 1,http://cwc.serv00.net/Smartv.php?id=viet_vtv1
VTV 7,http://cwc.serv00.net/Smartv.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,http://cwc.serv00.net/Smartv.php?id=allthekpop_korea
Apps TV,http://cwc.serv00.net/Smartv.php?id=appongoogle_korea
Arirang HD,http://cwc.serv00.net/Smartv.php?id=arirang_korea
CBS,http://cwc.serv00.net/Smartv.php?id=cbs_korea
CGNTV,http://cwc.serv00.net/Smartv.php?id=cgntv_korea
EBS 1,http://cwc.serv00.net/Smartv.php?id=ebs1_korea
EBS Kids,http://cwc.serv00.net/Smartv.php?id=ebskids_korea
EBS Plus2,http://cwc.serv00.net/Smartv.php?id=ebsplus2_korea
EBS2,http://cwc.serv00.net/Smartv.php?id=ebs2_korea
J the Kpop,http://cwc.serv00.net/Smartv.php?id=jthekpop_korea
KBS World 24,http://cwc.serv00.net/Smartv.php?id=kbsworld24_korea
SBS Plus,http://cwc.serv00.net/Smartv.php?id=sbsplus_korea
YTN DMB,http://cwc.serv00.net/Smartv.php?id=ytndmb_korea
YTN Korean,http://cwc.serv00.net/Smartv.php?id=ytnkorean_korea
YTN Science,http://cwc.serv00.net/Smartv.php?id=ytnscience_korea
YTN,http://cwc.serv00.net/Smartv.php?id=ytn_korea
Yonhap News,http://cwc.serv00.net/Smartv.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS,http://cwc.serv00.net/Smartv.php?id=bstbs_japan
BSジャパン 181,http://cwc.serv00.net/Smartv.php?id=bs181_japan
BSフジ BS Fuji,http://cwc.serv00.net/Smartv.php?id=bsfuji_japan
CNA Japan,http://cwc.serv00.net/Smartv.php?id=cna_japan
JET 綜合,http://cwc.serv00.net/Smartv.php?id=jettv_japan
NHK Oaska,http://cwc.serv00.net/Smartv.php?id=nhkosaka_japan
NHK World,http://cwc.serv00.net/Smartv.php?id=nhkworld_japan
NHK-E,http://cwc.serv00.net/Smartv.php?id=nhke_japan
NHK-総合-2,http://cwc.serv00.net/Smartv.php?id=nhkg_japan
NHKBS1,http://cwc.serv00.net/Smartv.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://cwc.serv00.net/Smartv.php?id=nhkpremium_japan
TOKYOMX,http://cwc.serv00.net/Smartv.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://cwc.serv00.net/Smartv.php?id=asahitv_japan
テレビ東京 Tokyo TV,http://cwc.serv00.net/Smartv.php?id=tokyotv_japan




臺灣 Taiwan梯子,#genre#
AXN,http://test.jdshipin.com:8880/smt.php?id=axn_twn
CINEMAX,http://test.jdshipin.com:8880/smt.php?id=cinemax_twn
EYE戲劇,http://test.jdshipin.com:8880/smt.php?id=eyetvxiju_twn
EYE旅遊,http://test.jdshipin.com:8880/smt.php?id=eyetvtravel_twn
HBO,http://test.jdshipin.com:8880/smt.php?id=hbohd_twn
HBO Family,http://test.jdshipin.com:8880/smt.php?id=fyi_twn
好萊塢電影台,http://test.jdshipin.com:8880/smt.php?id=hollywoodmovies_twn
MTV Live,http://test.jdshipin.com:8880/smt.php?id=mtvhd_twn
TLC旅遊生活,http://test.jdshipin.com:8880/smt.php?id=tlc_twn
東森新聞,http://test.jdshipin.com:8880/smt.php?id=ettvnews
TVBS HD,http://test.jdshipin.com:8880/smt.php?id=tvbs
TVBS新聞台,http://test.jdshipin.com:8880/smt.php?id=tvbs_n
TVBS歡樂台,http://test.jdshipin.com:8880/smt.php?id=tvbshuanle_twn
三立台灣台,http://test.jdshipin.com:8880/smt.php?id=sanlitaiwan
三立戲劇台,http://test.jdshipin.com:8880/smt.php?id=sanlixiju_twn
三立綜合台,http://test.jdshipin.com:8880/smt.php?id=sanlizhonghe
中天亞洲台,http://test.jdshipin.com:8880/smt.php?id=ctiasia_twn
中天娱樂,http://test.jdshipin.com:8880/smt.php?id=ctient
中天新聞HD,http://test.jdshipin.com:8880/smt.php?id=ctinews
中天綜合,http://test.jdshipin.com:8880/smt.php?id=ctizhonghe
亞洲旅遊台,http://test.jdshipin.com:8880/smt.php?id=asiatravel_twn
亞洲美食,http://test.jdshipin.com:8880/smt.php?id=afc_twn
八大戲劇,http://test.jdshipin.com:8880/smt.php?id=badadrama
八大第一,http://test.jdshipin.com:8880/smt.php?id=badafirst
八大綜合,http://test.jdshipin.com:8880/smt.php?id=badazhonghe
公視,http://test.jdshipin.com:8880/smt.php?id=ctv_taiwan
民視,http://test.jdshipin.com:8880/smt.php?id=ftvhd_taiwan
民視第一台,http://test.jdshipin.com:8880/smt.php?id=lunghuajingdian_twn
民視台灣台,http://test.jdshipin.com:8880/smt.php?id=ftvtaiwan_twn
民視新聞台,http://test.jdshipin.com:8880/smt.php?id=ftvnew_taiwan
台視,http://test.jdshipin.com:8880/smt.php?id=ttv_taiwan	
台視新聞台,http://test.jdshipin.com:8880/smt.php?id=ttvnews_twn
中視,http://test.jdshipin.com:8880/smt.php?id=zhongshihd_twn
中視新聞台,http://test.jdshipin.com:8880/smt.php?id=zhongshinews_twn
中視經典,http://test.jdshipin.com:8880/smt.php?id=zhongshi_twn
華視,http://test.jdshipin.com:8880/smt.php?id=ctshd_twn
華藝綜合,http://test.jdshipin.com:8880/smt.php?id=weishichinese_twn
大愛一台,http://test.jdshipin.com:8880/smt.php?id=daai_twn
寰宇新聞台,http://test.jdshipin.com:8880/smt.php?id=huanyuxinwen_twn
寰宇財經台,http://test.jdshipin.com:8880/smt.php?id=huanyutaiwan_twn
年代新聞台,http://test.jdshipin.com:8880/smt.php?id=niandainews_twn
愛爾達影劇,http://test.jdshipin.com:8880/smt.php?id=eltayingju_twn
愛爾達體育 1,http://test.jdshipin.com:8880/smt.php?id=eltasport_twn
愛爾達體育 2,http://test.jdshipin.com:8880/smt.php?id=eltasport2_twn
愛爾達體育 3,http://test.jdshipin.com:8880/smt.php?id=eltasport3_twn
ELEVEN 1,http://test.jdshipin.com:8880/smt.php?id=golfchannel_twn
博斯網球,http://test.jdshipin.com:8880/smt.php?id=bositennis_twn
博斯運動1,http://test.jdshipin.com:8880/smt.php?id=bosisport1_twn
博斯運動2,http://test.jdshipin.com:8880/smt.php?id=bosisport2_twn
博斯高球1,http://test.jdshipin.com:8880/smt.php?id=bosigolf1_twn
博斯高球2,http://test.jdshipin.com:8880/smt.php?id=bosigolf2_twn
探索亞洲,http://test.jdshipin.com:8880/smt.php?id=discoverytwn_twn
探索動力,http://test.jdshipin.com:8880/smt.php?id=discoveryturbo_twn
國家地理,http://test.jdshipin.com:8880/smt.php?id=natgeohd_twn
野生動物,http://test.jdshipin.com:8880/smt.php?id=natgeowild_twn
動物星球,http://test.jdshipin.com:8880/smt.php?id=animalplanet_twn
時尚,http://test.jdshipin.com:8880/smt.php?id=fashiontv_twn
Discovery Asia,http://test.jdshipin.com:8880/smt.php?id=discoverytwn_twn
Discovery HD,http://test.jdshipin.com:8880/smt.php?id=discoveryhd_twn
東森戲劇,http://test.jdshipin.com:8880/smt.php?id=ettvdrama
東森洋片,http://test.jdshipin.com:8880/smt.php?id=ettvwestern
東森綜合,http://test.jdshipin.com:8880/smt.php?id=ettvzhonghe
東森財經新聞,http://test.jdshipin.com:8880/smt.php?id=ettvcaijing_twn
東森電影,http://test.jdshipin.com:8880/smt.php?id=ettvmovie
緯來日本台,http://test.jdshipin.com:8880/smt.php?id=videolandjapan
緯來體育台,http://test.jdshipin.com:8880/smt.php?id=videolandsport
美亞電影,http://test.jdshipin.com:8880/smt.php?id=meiyamovie_twn
BBC World News,http://test.jdshipin.com:8880/smt.php?id=bbcnews_twn
Bloomberg News,http://test.jdshipin.com:8880/smt.php?id=bloomberg_twn
Fox News,http://test.jdshipin.com:8880/smt.php?id=foxnews_twn
阿里郎,http://test.jdshipin.com:8880/smt.php?id=arirang_twn
CN卡通,http://test.jdshipin.com:8880/smt.php?id=momo1_twn
靖天卡通台,http://test.jdshipin.com:8880/smt.php?id=jingtiancartoon_twn
靖天國際台,http://test.jdshipin.com:8880/smt.php?id=jingtianintl_twn
非凡新聞台,http://test.jdshipin.com:8880/smt.php?id=feifannews_twn
龍祥時代,http://test.jdshipin.com:8880/smt.php?id=lungxiangtime_twn
龍華偶像,http://test.jdshipin.com:8880/smt.php?id=lunghuaidol_twn
龍華戲劇,http://test.jdshipin.com:8880/smt.php?id=lunghuaxiju_twn
龍華洋片,http://test.jdshipin.com:8880/smt.php?id=lunghuawestern_twn
龍華經典,http://test.jdshipin.com:8880/smt.php?id=lunghuajingdian_twn
龍華電影,http://test.jdshipin.com:8880/smt.php?id=xingwei_movie
馬來西亞 Malaysia梯子,#genre#
TV1,http://test.jdshipin.com:8880/smt.php?id=TV1
TV1(備用),http://test.jdshipin.com:8880/smt.php?id=TV1_backup
TV2,http://test.jdshipin.com:8880/smt.php?id=TV2
TV3,http://test.jdshipin.com:8880/smt.php?id=TV3
TV3(備用),http://test.jdshipin.com:8880/smt.php?id=tv3_twn
NTV7,http://test.jdshipin.com:8880/smt.php?id=NTV7
TV8,http://test.jdshipin.com:8880/smt.php?id=TV8
TV9,http://test.jdshipin.com:8880/smt.php?id=TV9
Warna,http://test.jdshipin.com:8880/smt.php?id=Warna-O
Warna(備用),http://test.jdshipin.com:8880/smt.php?id=Warna
Ria,http://test.jdshipin.com:8880/smt.php?id=Ria-0
Ria(備用),http://test.jdshipin.com:8880/smt.php?id=Ria49
Ria-3,http://test.jdshipin.com:8880/smt.php?id=Ria_quanjia
Al-Hijrah,http://test.jdshipin.com:8880/smt.php?id=Alhijrah
Al-Hijrah(備用),http://test.jdshipin.com:8880/smt.php?id=Alhijrah_backup
Awani,http://test.jdshipin.com:8880/smt.php?id=Awani
Bernama,http://test.jdshipin.com:8880/smt.php?id=Bernama
Prima,http://test.jdshipin.com:8880/smt.php?id=Prima-0
Prima(備用),http://test.jdshipin.com:8880/smt.php?id=Prima49
Ceria,http://test.jdshipin.com:8880/smt.php?id=Ceria
Astro MTV,http://test.jdshipin.com:8880/smt.php?id=AstroMTV
Mecca Live HD,http://test.jdshipin.com:8880/smt.php?id=quran_mido
Madinah HD,http://test.jdshipin.com:8880/smt.php?id=sunnah_mido
Oasis,http://test.jdshipin.com:8880/smt.php?id=Oasis
HBO HD,http://test.jdshipin.com:8880/smt.php?id=Hbo
HBO Signature,http://test.jdshipin.com:8880/smt.php?id=Hbosignature
HBO Hits,http://test.jdshipin.com:8880/smt.php?id=Hbohits
NatGeo Wild HD,http://test.jdshipin.com:8880/smt.php?id=Natgeowild
Cartoon Network,http://test.jdshipin.com:8880/smt.php?id=Cn
Nickelodeon,http://test.jdshipin.com:8880/smt.php?id=Nickelodeon
Nick Jr,http://test.jdshipin.com:8880/smt.php?id=Nickjr
Citra,http://test.jdshipin.com:8880/smt.php?id=Citra
Sensasi,http://test.jdshipin.com:8880/smt.php?id=Sensasi
Aura,http://test.jdshipin.com:8880/smt.php?id=Aura
Rania,http://test.jdshipin.com:8880/smt.php?id=Rania
Boo,http://test.jdshipin.com:8880/smt.php?id=Boo
Awesome TV,http://test.jdshipin.com:8880/smt.php?id=Awesome_mega
Sony HD,http://test.jdshipin.com:8880/smt.php?id=SetOne
KBS World,http://test.jdshipin.com:8880/smt.php?id=KBS
TvN,http://test.jdshipin.com:8880/smt.php?id=TVN
Astro Premier,http://test.jdshipin.com:8880/smt.php?id=Astropremier
AEC,http://test.jdshipin.com:8880/smt.php?id=AEC
華麗台 HD,http://test.jdshipin.com:8880/smt.php?id=Wlt
歡喜台 HD,http://test.jdshipin.com:8880/smt.php?id=Huahee
歡喜台(備用),http://test.jdshipin.com:8880/smt.php?id=Huahee_backup
Astro QJ,http://test.jdshipin.com:8880/smt.php?id=Quanjia
TVB Jade,http://test.jdshipin.com:8880/smt.php?id=Tvbjade
TVBS Asia,http://test.jdshipin.com:8880/smt.php?id=Tvbasia
TVB Entertainment,http://test.jdshipin.com:8880/smt.php?id=Tvbentertainment
TVB Classic,http://test.jdshipin.com:8880/smt.php?id=Tvbclassic
AOD,http://test.jdshipin.com:8880/smt.php?id=AodHD
One,http://test.jdshipin.com:8880/smt.php?id=One_mega
TVB 星河台,http://test.jdshipin.com:8880/smt.php?id=Xinhe
愛奇藝,http://test.jdshipin.com:8880/smt.php?id=Qiyi
Animal Planet (Eng),http://test.jdshipin.com:8880/smt.php?id=AnimalPlanet
tvN Movie,http://test.jdshipin.com:8880/smt.php?id=Tvnmovie
CNN(備用),http://test.jdshipin.com:8880/smt.php?id=cnn_twn
Celestial Classic,http://test.jdshipin.com:8880/smt.php?id=Celestial2
CNBC,http://test.jdshipin.com:8880/smt.php?id=cnbc_twn
RTM Sports HD,http://test.jdshipin.com:8880/smt.php?id=Rtmsport
TLC,http://test.jdshipin.com:8880/smt.php?id=Tlc
CNA,http://test.jdshipin.com:8880/smt.php?id=cna
AFC 亞洲旅遊台,http://test.jdshipin.com:8880/smt.php?id=asiatravel_twn
BBC World News,http://test.jdshipin.com:8880/smt.php?id=bbcnews_twn
Foodnetwork Hd,http://test.jdshipin.com:8880/smt.php?id=Foodnetwork_mega
HGTV,http://test.jdshipin.com:8880/smt.php?id=HGTV
Arena,http://test.jdshipin.com:8880/smt.php?id=Arena
Goshop,http://test.jdshipin.com:8880/smt.php?id=Goshop
Celestial Movies HD,http://test.jdshipin.com:8880/smt.php?id=Celestial_mega
Arena 2,http://test.jdshipin.com:8880/smt.php?id=Arena2
Axn HD,http://test.jdshipin.com:8880/smt.php?id=Axn
Paramount Network,http://test.jdshipin.com:8880/smt.php?id=Paramountnetwork
BolaArena 1,http://test.jdshipin.com:8880/smt.php?id=Bolaarena1
Astrol Kplus,http://test.jdshipin.com:8880/smt.php?id=Kplus
Rock Actions,http://test.jdshipin.com:8880/smt.php?id=Rockaction
Bloomberg News,http://test.jdshipin.com:8880/smt.php?id=bloomberg_twn
Al-Jazeera,http://test.jdshipin.com:8880/smt.php?id=aljazeera_twn
Rock Entertainment,http://test.jdshipin.com:8880/smt.php?id=Rockentertain
Showcase,http://test.jdshipin.com:8880/smt.php?id=Showcase_mega
BolaArena 2,http://test.jdshipin.com:8880/smt.php?id=Bolaarena2
新加坡 Singapore梯子,#genre#
Channel 5,http://test.jdshipin.com:8880/smt.php?id=Channel5HD
Channel 5(備用),http://test.jdshipin.com:8880/smt.php?id=Ch5_mega
Channel 8,http://test.jdshipin.com:8880/smt.php?id=Channel8HD
Channel 8(備用),http://test.jdshipin.com:8880/smt.php?id=Ch8_mega
Suria,http://test.jdshipin.com:8880/smt.php?id=Suria
Suria(備用),http://test.jdshipin.com:8880/smt.php?id=Suria_backup
Channel U,http://test.jdshipin.com:8880/smt.php?id=ChannelU
Channel U(備用),http://test.jdshipin.com:8880/smt.php?id=ChU_mega
Vasantham,http://test.jdshipin.com:8880/smt.php?id=Vasantham
Vasantham(備用),http://test.jdshipin.com:8880/smt.php?id=Vasantham_mega
CNA,http://test.jdshipin.com:8880/smt.php?id=cna
CNA(備用),http://test.jdshipin.com:8880/smt.php?id=cna_twn
印尼 Indonesia梯子,#genre#
TVRI National,http://test.jdshipin.com:8880/smt.php?id=TVRI
RCTI,http://test.jdshipin.com:8880/smt.php?id=Rcti
Kompass TV,http://test.jdshipin.com:8880/smt.php?id=Kompass
Berita Satu,http://test.jdshipin.com:8880/smt.php?id=BeritaSatu_eko
Indosiar HD,http://test.jdshipin.com:8880/smt.php?id=Indosiar
AnTV,http://test.jdshipin.com:8880/smt.php?id=Antv
MNC TV,http://test.jdshipin.com:8880/smt.php?id=Mnctv
Trans 7,http://test.jdshipin.com:8880/smt.php?id=Trans7_eko
Transtv,http://test.jdshipin.com:8880/smt.php?id=Transtv
JTV,http://test.jdshipin.com:8880/smt.php?id=JTV_eko
Metro TV,http://test.jdshipin.com:8880/smt.php?id=metrotv_eko
Cinemax,http://test.jdshipin.com:8880/smt.php?id=Cinemax
SCTV,http://test.jdshipin.com:8880/smt.php?id=SCTV
Tvone,http://test.jdshipin.com:8880/smt.php?id=Tvone
TVMU,http://test.jdshipin.com:8880/smt.php?id=TVMU_eko
GTV,http://test.jdshipin.com:8880/smt.php?id=Gtv
RTV,http://test.jdshipin.com:8880/smt.php?id=Rtv
Jak TV,http://test.jdshipin.com:8880/smt.php?id=JakTV
iNews TV,http://test.jdshipin.com:8880/smt.php?id=Inewstv
Daai TV,http://test.jdshipin.com:8880/smt.php?id=DaaiTV
Net TV,http://test.jdshipin.com:8880/smt.php?id=NetTV
Animax,http://test.jdshipin.com:8880/smt.php?id=Animax
EWTN,http://test.jdshipin.com:8880/smt.php?id=Ewtn
AlQuran AlKareem,http://test.jdshipin.com:8880/smt.php?id=AlQuran
Tawaf TV,http://test.jdshipin.com:8880/smt.php?id=TawafTV
Vision Prime,http://test.jdshipin.com:8880/smt.php?id=VisionPrime
Muslim TV,http://test.jdshipin.com:8880/smt.php?id=MuslimTV
Music TV,http://test.jdshipin.com:8880/smt.php?id=MusicTV
Lifestyle&Fashion,http://test.jdshipin.com:8880/smt.php?id=Lifestyle
Entertain,http://test.jdshipin.com:8880/smt.php?id=Entertain
Hits,http://test.jdshipin.com:8880/smt.php?id=Hits
Warner TV,http://test.jdshipin.com:8880/smt.php?id=WarnerTV
SCM,http://test.jdshipin.com:8880/smt.php?id=Weishimovie
Thrill,http://test.jdshipin.com:8880/smt.php?id=Thrill
Fight Sports,http://test.jdshipin.com:8880/smt.php?id=Fs
Beinsports 2 HD,http://test.jdshipin.com:8880/smt.php?id=Bein2hd
Hits Movie,http://test.jdshipin.com:8880/smt.php?id=Hitsmovie
One,http://test.jdshipin.com:8880/smt.php?id=One_mega
tvN Movie,http://test.jdshipin.com:8880/smt.php?id=Tvnmovie
Celestial Movies HD,http://test.jdshipin.com:8880/smt.php?id=Celestialindo
Rock Actions,http://test.jdshipin.com:8880/smt.php?id=Rockaction
Rock Entertainment,http://test.jdshipin.com:8880/smt.php?id=Rockentertain
香港 Hongkong梯子,#genre#
J2(備用),http://test.jdshipin.com:8880/smt.php?id=j2_hkdavid
J2,http://test.jdshipin.com:8880/smt.php?id=j2_twn
