

🇨🇳🇨🇳家的味道🇨🇳🇨🇳,#genre#
CCTV12SD,http://59.175.155.114:8899/rtp/239.254.96.160:9034
CCTV13SD,http://59.175.155.114:8899/rtp/239.254.96.11:8040
CCTV14SD,http://59.175.155.114:8899/rtp/239.254.96.162:9046
CCTV15SD,http://59.175.155.114:8899/rtp/239.254.96.13:8052
CCTV17SD,http://59.175.155.114:8899/rtp/239.69.1.153:10554


🇨🇳🇨🇳卫视IPV6🇨🇳🇨🇳,#genre#


重庆卫视HD,http://59.175.155.114:8899/rtp/239.69.1.149:10530
江苏卫视HD,http://59.175.155.114:8899/rtp/239.254.96.144:8938
浙江卫视HD,http://59.175.155.114:8899/rtp/239.254.96.143:8932
东方卫视HD,http://59.175.155.114:8899/rtp/239.254.96.142:8926
深圳卫视HD,http://59.175.155.114:8899/rtp/239.254.96.137:8896
北京卫视HD,http://59.175.155.114:8899/rtp/239.254.96.141:8920
山东卫视HD,http://59.175.155.114:8899/rtp/239.69.1.69:10054
天津卫视HD,http://59.175.155.114:8899/rtp/239.69.1.68:10048
贵州卫视HD,http://59.175.155.114:8899/rtp/239.69.1.150:10536
四川卫视HD,http://59.175.155.114:8899/rtp/239.69.1.169:10650
云南卫视HD,http://59.175.155.114:8899/rtp/239.69.2.25:11304
广西卫视HD,http://59.175.155.114:8899/rtp/239.69.1.191:10788
黑龙江卫视HD,http://59.175.155.114:8899/rtp/239.254.96.138:8902
安徽卫视HD,http://59.175.155.114:8899/rtp/239.69.1.70:10060
江西卫视HD,http://59.175.155.114:8899/rtp/239.69.1.126:10394
湖北卫视HD,http://59.175.155.114:8899/rtp/239.254.96.115:8664
旅游卫视HD,http://59.175.155.114:8899/rtp/239.69.1.151:10542
东南卫视HD,http://59.175.155.114:8899/rtp/239.69.1.108:10286
吉林卫视HD,http://59.175.155.114:8899/rtp/239.69.1.212:10914
辽宁卫视HD,http://59.175.155.114:8899/rtp/239.69.1.71:10066
湖南卫视HD,http://59.175.155.114:8899/rtp/239.254.96.139:8908
广东卫视HD,http://59.175.155.114:8899/rtp/239.254.96.140:8914
河南卫视HD,http://59.175.155.114:8899/rtp/239.69.1.168:10644
河北卫视HD,http://59.175.155.114:8899/rtp/239.254.96.113:9616
河北卫视HD,http://59.175.155.114:8899/rtp/239.69.1.157:10578
宁夏卫视HD,http://59.175.155.114:8899/rtp/239.69.2.33:11352
甘肃卫视HD,http://59.175.155.114:8899/rtp/239.69.2.23:11292
青海卫视HD,http://59.175.155.114:8899/rtp/239.69.2.24:11298
新疆卫视HD,http://59.175.155.114:8899/rtp/239.69.2.30:11334
西藏卫视HD,http://59.175.155.114:8899/rtp/239.69.2.31:11340
兵团卫视HD,http://59.175.155.114:8899/rtp/239.69.2.32:11346

北京卫视4K,http://59.175.155.114:8899/rtp/239.69.2.22:11286
东方卫视4K,http://59.175.155.114:8899/rtp/239.69.2.37:11376
广东卫视4K,http://59.175.155.114:8899/rtp/239.69.2.27:11316
深圳卫视4K,http://59.175.155.114:8899/rtp/239.69.2.28:11322
湖南卫视4K,http://59.175.155.114:8899/rtp/239.69.1.13:9718
湖南卫视4K,http://59.175.155.114:8899/rtp/239.69.1.27:9802
湖南卫视4K,http://59.175.155.114:8899/rtp/239.69.2.34:11358
山东卫视4K,http://59.175.155.114:8899/rtp/239.69.1.26:9796
山东卫视4K,http://59.175.155.114:8899/rtp/239.69.2.38:11382
四川卫视4K,http://59.175.155.114:8899/rtp/239.69.2.39:11388
四川卫视4K,http://59.175.155.114:8899/rtp/239.69.1.28:9808
浙江卫视4K,http://59.175.155.114:8899/rtp/239.69.2.35:11364
浙江卫视4K,http://59.175.155.114:8899/rtp/239.69.1.25:9790
江苏卫视4K,http://59.175.155.114:8899/rtp/239.69.1.24:9784
江苏卫视4K,http://59.175.155.114:8899/rtp/239.69.2.36:11370

重庆卫视SD,http://59.175.155.114:8899/rtp/239.254.96.25:8124
江苏卫视SD,http://59.175.155.114:8899/rtp/239.254.96.17:8076
浙江卫视SD,http://59.175.155.114:8899/rtp/239.254.96.18:8082
东方卫视SD,http://59.175.155.114:8899/rtp/239.254.96.2:7986
深圳卫视SD,http://59.175.155.114:8899/rtp/239.254.96.34:8178
北京卫视SD,http://59.175.155.114:8899/rtp/239.254.96.16:8070
山东卫视SD,http://59.175.155.114:8899/rtp/239.254.96.21:8100
天津卫视SD,http://59.175.155.114:8899/rtp/239.254.96.29:8148
贵州卫视SD,http://59.175.155.114:8899/rtp/239.254.96.31:8160
